2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Iris Gaze: Looking RIGHT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Iris Gaze: Looking RIGHT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Iris Gaze: Looking RIGHT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:21,Eye Gaze: Looking LEFT
2025-05-24 00:13:22,Eye Gaze: Looking LEFT
2025-05-24 00:13:22,Eye Gaze: Looking LEFT
2025-05-24 00:13:22,Eye Gaze: Looking LEFT
2025-05-24 00:13:22,Iris Gaze: Looking RIGHT
2025-05-24 00:13:22,Eye Gaze: Looking LEFT
2025-05-24 00:13:22,Iris Gaze: Looking RIGHT
2025-05-24 00:13:22,Eye Gaze: Looking LEFT
2025-05-24 00:13:22,Iris Gaze: Looking RIGHT
2025-05-24 00:13:22,Eye Gaze: Looking LEFT
2025-05-24 00:13:22,Eye Gaze: Looking LEFT
2025-05-24 00:13:23,Eye Gaze: Looking RIGHT
2025-05-24 00:13:23,Eye Gaze: Looking RIGHT
2025-05-24 00:13:23,Eye Gaze: Looking RIGHT
2025-05-24 00:13:23,Eye Gaze: Looking RIGHT
2025-05-24 00:13:23,Eye Gaze: Looking RIGHT
2025-05-24 00:13:23,Eye Gaze: Looking RIGHT
2025-05-24 00:13:23,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:24,Eye Gaze: Looking RIGHT
2025-05-24 00:13:26,Iris Gaze: Looking LEFT
2025-05-24 00:13:26,Iris Gaze: Looking LEFT
2025-05-24 00:13:27,Iris Gaze: Looking LEFT
2025-05-24 00:13:27,Iris Gaze: Looking LEFT
2025-05-24 00:13:27,Iris Gaze: Looking RIGHT
